title,street,city,state,phone,website,category,segment,use_case_en,use_case_es
El Paso Music Learning Corner,6503 N Mesa St,El Paso,Texas,(915) 842-8808,http://www.elpasomusiclearningcorner.com/,Music school,sports,"your recitals, student showcases and outdoor performances","los recitales, presentaciones de alumnos y muestras al aire libre"
Canutillo Softball Field,6675 S Desert Blvd,El Paso,Texas,,,High school,school_k12,"your graduation, homecoming, prom afterparties and outdoor sports tournaments","la graduación, homecoming, after-party de prom y torneos deportivos al aire libre"
Cherokee Driving School,120 Redd Rd Ste.C,El Paso,Texas,(915) 760-5205,https://cherokeedrivingschool.com/,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
YWCA Parkland After School,5920 Quail Ave,El Paso,Texas,(915) 472-5898,,After school program,school_k12,"your field day, fall carnival, back-to-school night and end-of-year celebration","el field day, el carnaval de otoño, la noche de regreso a clases y la celebración de fin de año"
A2B Driving School,8500 Dyer St #12,El Paso,Texas,(915) 751-8500,,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
El Paso Driving Academy,4727 Hondo Pass Dr G,El Paso,Texas,(915) 755-8800,https://elpasodriving.com/locations/northeast,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Sun City Driving School,7120 N Mesa St,El Paso,Texas,(915) 328-5001,http://suncitydrivingschoolwest.com/,Driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
"CDL Rapido - Truck Driving Schools El Paso, TX",5255 Woodrow Bean Ste A2,El Paso,Texas,(915) 881-4700,https://cdlrapido.com/,Truck driving school,vocational,"your open houses, recruitment events and graduation ceremonies","los open houses, eventos de reclutamiento y ceremonias de graduación"
Black Sheep BJJ/Carlson Gracie Jiu Jitsu El Paso,6104 N Mesa St Ste B,El Paso,Texas,(915) 745-7909,https://blacksheepbjjep.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Briggs Academy of MMA,811 Southwestern Dr,El Paso,Texas,(915) 701-4411,http://www.briggsmma.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Gracie Barra El Paso,125 Graphite Dr G,El Paso,Texas,(915) 861-0150,https://graciebarra.com/el-paso-tx/,Jujitsu school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Zen Martial Arts,6456 Doniphan Dr Unit A and B,El Paso,Texas,(915) 204-7079,http://www.zenmartialartselp.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
El Paso Community College - Valle Verde Campus,919 Hunter Dr,El Paso,Texas,(915) 831-3722,http://epcc.edu/,Community college,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
El Paso Community College - Rio Grande Campus - EPCC RG,100 W Rio Grande Ave,El Paso,Texas,(915) 831-3722,http://epcc.edu/,Community college,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
College of Engineering,1981 Hawthorne St,El Paso,Texas,(915) 747-5000,http://www.utep.edu/engineering/index.html,College,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
Utep,9316 Montgomery Dr,El Paso,Texas,,,College,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
NMSU,1400 Plaza Verde Dr,El Paso,Texas,,,College,higher_ed,"your open houses, registration events and graduation receptions","los open houses, eventos de inscripción y recepciones de graduación"
Han's Oriental Martial Arts,9861 Dyer St #17,El Paso,Texas,(915) 751-2777,https://hansorientalmartialarts.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Thrive Martial Arts,5200 N Mesa St Ste A-108,El Paso,Texas,(915) 694-1600,http://thrivemartialart.com/,Martial arts school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Order Of The Dragon Martial Arts,4493 Titanic Ave,El Paso,Texas,(915) 525-5040,,Karate school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
America's Best Karate / AB Karate,641 Resler Dr,El Paso,Texas,(915) 833-3400,http://www.americaskarate.com/,Karate school,sports,"your tournaments, belt ceremonies and student showcase events","los torneos, ceremonias de cinta y demostraciones de alumnos"
Islamic Center of El Paso (ICEP),143 Paragon Ln,El Paso,Texas,,http://icelpaso.org/#,Mosque,church,"your Eid celebrations, community iftars and outdoor gatherings","las celebraciones de Eid, iftares comunitarios y eventos al aire libre"
Al-Rahma Mosque,10911 Pellicano Dr,El Paso,Texas,,https://masjidrahma.com/,Mosque,church,"your Eid celebrations, community iftars and outdoor gatherings","las celebraciones de Eid, iftares comunitarios y eventos al aire libre"
Destiny Church,9615 Dyer St,El Paso,Texas,(915) 755-7744,http://www.destiny4me.com/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Park Hills Christian Church,5701 Alabama St,El Paso,Texas,(915) 566-1771,http://www.parkhillschurch.org/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Coronado Baptist Church,501 Thunderbird Dr,El Paso,Texas,(915) 584-3912,http://www.cbcelp.com/,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
Blessed Sacrament Parish,9025 Diana Dr,El Paso,Texas,(915) 755-7658,http://www.epblessedsacrament.org/,Catholic church,church,"your parish kermés, first communions, confirmaciones and outdoor masses","la kermés parroquial, primeras comuniones, confirmaciones y misas al aire libre"
Sun City Christian Fellowship Baptist Church,9135 Stahala Dr,El Paso,Texas,(915) 757-1719,https://www.mysuncitychristian.org/,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
The Worship Center,4000 Hercules Ave,El Paso,Texas,(915) 755-3833,https://www.theworshipcenterep.com/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
St. Luke Catholic Church,930 E Redd Rd,El Paso,Texas,(915) 585-0255,http://www.stlukeelpaso.org/,Catholic church,church,"your parish kermés, first communions, confirmaciones and outdoor masses","la kermés parroquial, primeras comuniones, confirmaciones y misas al aire libre"
Westside Church of Christ,100 Crestmont Dr,El Paso,Texas,(915) 584-9475,http://www.westsidecoc.com/,Church of Christ,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
St. Francis Anglican Church,470 Eagle Dr,El Paso,Texas,(915) 584-5967,http://stfrancisep.org/,Anglican church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
Coronado Christian Church,118 Belvidere St,El Paso,Texas,(915) 581-5596,https://coronadochristianchurch.org/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
St. George Antiochian Orthodox Church,120 N Festival Dr,El Paso,Texas,(915) 584-9100,https://www.stgeorge-elpaso.org/,Eastern Orthodox Church,church,"your outreach events, summer worship nights and family fun days","los eventos de alcance, noches de adoración al aire libre y días familiares"
New Testament Christian Church,5208 Tetons Dr,El Paso,Texas,(915) 759-9548,http://www.myntcc.org/elpasotx,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Southwest Mission Church,6633 N Mesa St #303,El Paso,Texas,(915) 838-5019,http://www.southwestmission.church/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Hillcrest Baptist Church,4710 Hercules Ave,El Paso,Texas,(915) 755-0400,http://www.hillcrestbaptist.cc/,Baptist church,church,"your Vacation Bible School, summer revivals, homecomings and outdoor baptisms","la Escuela Bíblica de Vacaciones, campañas de verano, aniversarios y bautizos al aire libre"
Alive Fellowship Church,5505 Will Ruth Ave,El Paso,Texas,(915) 229-2157,https://www.alivefc.org/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
First Apostolic Church,4959 Hondo Pass Dr,El Paso,Texas,(915) 755-5669,http://www.mountainviewbcep.com/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Northside Bilingual Church of Christ,4886 Hercules Ave Suite D-H,El Paso,Texas,(915) 228-8533,http://www.nbcelpaso.org/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Christ the Savior Catholic Church,5301 Wadsworth Ave,El Paso,Texas,(915) 821-3766,http://elpaso.church/,Catholic church,church,"your parish kermés, first communions, confirmaciones and outdoor masses","la kermés parroquial, primeras comuniones, confirmaciones y misas al aire libre"
Harvest Church,1345 New Harvest Pl,El Paso,Texas,(915) 585-9934,http://www.harvestep.church/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
Hope City Community Church,6115 Woodrow Bean Transmountain,El Paso,Texas,(915) 600-6251,https://www.hopecitycc.org/,Church,church,"your summer festivals, outdoor services and family gatherings","los festivales de verano, servicios al aire libre y convivencias familiares"
