title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,categories/10,categories/11,categories/12,categories/13,categories/14,categories/15,categories/16,categories/17,categories/18,categories/19,categories/20,categories/21,categories/22,url,categoryName
Andress High School,,,5400 Sun Valley Dr,El Paso,Texas,US,https://www.episd.org/o/ahs,(915) 236-4000,High school,Board of education,Community health center,Public educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Andress%20High%20School&query_place_id=ChIJ-zruIWBR54YRw6a_VHFmPek,High school
Escuela Montessori Del Valle,,,212 W Sunset Rd,El Paso,Texas,US,http://www.epmontessorischools.com/,(915) 584-9215,Montessori school,Day care center,Elementary school,Kindergarten,Preschool,Private educational institution,School,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Escuela%20Montessori%20Del%20Valle&query_place_id=ChIJA_RpilL43YYRacR0YBbFRnY,Montessori school
El Paso Community College - Northwest Campus - EPCC NW,3.5,33,6701 S Desert Blvd,El Paso,Texas,US,http://epcc.edu/,(915) 831-3722,Community college,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Community%20College%20-%20Northwest%20Campus%20-%20EPCC%20NW&query_place_id=ChIJafRKQtj-3YYR2PNvnCW_Sbc,Community college
El Paso Medical Assistant School,5,8,6801 N Mesa St Suite B-3,El Paso,Texas,US,https://elpasomedicalassistant.com/,(915) 221-7096,Trade school,Medical school,Vocational school,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Medical%20Assistant%20School&query_place_id=ChIJq5DnmRVD54YRaZQsspGgm3c,Trade school
Franklin High School,,,900 Resler Dr,El Paso,Texas,US,https://www.episd.org/franklin,(915) 236-2200,High school,Sports school,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Franklin%20High%20School&query_place_id=ChIJE06NUJ_53YYR2FBK3tsEUtY,High school
Da Vinci School for Science and the Arts,,,785 Southwestern Dr,El Paso,Texas,US,http://www.burnhamwood.org/,(915) 584-4024,High school,Art school,Middle school,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Da%20Vinci%20School%20for%20Science%20and%20the%20Arts&query_place_id=ChIJcfDYW-T43YYRUEFV9m_FmhM,High school
Coronado Montessori,,,7011 Westwind Dr,El Paso,Texas,US,http://www.epmontessorischools.com/,(915) 584-5073,Montessori school,Day care center,Elementary school,Kindergarten,Preschool,Private educational institution,School,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Coronado%20Montessori&query_place_id=ChIJa-jrkIb43YYRVPAMsBA4ehw,Montessori school
Canutillo High School,,,6675 S Desert Blvd,El Paso,Texas,US,http://chs.canutillo-isd.org/,(915) 877-7801,High school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Canutillo%20High%20School&query_place_id=ChIJbYI3oov-3YYRb8nwcyYnTaU,High school
Premier High School - El Paso (Mesa),,,1035 Belvidere St #116,El Paso,Texas,US,https://premierhighschools.com/el-paso-mesa/,(915) 581-4300,Charter school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Premier%20High%20School%20-%20El%20Paso%20(Mesa)&query_place_id=ChIJazJXWoH43YYRUNtfDtAs-So,Charter school
Chapin High School,,,7000 Dyer St,El Paso,Texas,US,http://chapin.episd.org/,(915) 236-4400,High school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chapin%20High%20School&query_place_id=ChIJIa5mczRX54YR54amVwUnaJg,High school
Charles Middle School,,,4909 Trojan Dr,El Paso,Texas,US,http://charles.episd.org/,(915) 236-6550,Middle school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Charles%20Middle%20School&query_place_id=ChIJzRuGA_BT54YRlkikOGeiy7E,Middle school
William Wallace Smith Bliss El,,,,Fort Bliss,Texas,US,,,Primary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=William%20Wallace%20Smith%20Bliss%20El&query_place_id=ChIJKSNBbABa54YR_0_QSzVbZsE,Primary school
The Bandu Montessori Academy,,,1057 Doniphan Park Cir Suite E,El Paso,Texas,US,http://www.banduacademy.com/,(915) 702-0218,Montessori school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Bandu%20Montessori%20Academy&query_place_id=ChIJWYFjLBNT54YR89wt1XAF_Bo,Montessori school
Montessori Learning Center,4.9,18,244 N Resler Dr,El Paso,Texas,US,http://www.montessorilearningcenterelpaso.com/,(915) 587-4652,Preschool,Elementary school,Montessori school,Private educational institution,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Montessori%20Learning%20Center&query_place_id=ChIJNzANlmT43YYRP6KowYLvXok,Preschool
Keystone Christian School West,,,1345 New Harvest Pl,El Paso,Texas,US,https://keystonechristianschools.org/,(915) 229-0123,General education school,High school,Non-profit organization,Preschool,Primary school,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Keystone%20Christian%20School%20West&query_place_id=ChIJ6SFFXIH43YYReaAixo_84dI,General education school
Charles Murphree School,,,499 Cabaret Dr,El Paso,Texas,US,https://www.episd.org/murphree,(915) 236-3925,Elementary school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Charles%20Murphree%20School&query_place_id=ChIJNcntRABX54YR_QBq3Wisal4,Elementary school
School,,,700 Dyer St,El Paso,Texas,US,,,High school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=School&query_place_id=ChIJK2OlXhRR54YRPF6sRkrkzDg,High school
Crystal Escuela Montessori,,,5446 N Mesa St,El Paso,Texas,US,,(915) 726-0719,Montessori school,Preschool,Private educational institution,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Crystal%20Escuela%20Montessori&query_place_id=ChIJUbFFPHf43YYRdRzgBMc5owM,Montessori school
St Matthew Catholic School,,,400 W Sunset Rd,El Paso,Texas,US,http://www.stmatthewelpaso.org/,(915) 581-8801,Catholic school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=St%20Matthew%20Catholic%20School&query_place_id=ChIJPQ78S0343YYR3wo9SVu_AvE,Catholic school
School-Educational Enrichment,,,7310 Bishop Flores Dr,El Paso,Texas,US,,(915) 584-9499,General education school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=School-Educational%20Enrichment&query_place_id=ChIJkeHFVu343YYRATq2stor4PU,General education school
Ascension Lutheran Day School,4,4,6520 Loma De Cristo Dr,El Paso,Texas,US,https://alconnect.faith/preschool/,(915) 833-4849,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ascension%20Lutheran%20Day%20School&query_place_id=ChIJszwDW4P43YYRrpidNVp_-dM,Preschool
Harmony School Of Innovation Middle/High,,,10405 Dyer St,El Paso,Texas,US,https://hsielpasohs.harmonytx.org/,(915) 800-1162,Charter school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Harmony%20School%20Of%20Innovation%20Middle%2FHigh&query_place_id=ChIJUeYcnO1T54YRS5XbRgv-L9A,Charter school
Northeast Christian Academy,,,9901 McCombs St,El Paso,Texas,US,http://www.northeastcrusaders.com/,(915) 755-1155,Private educational institution,Elementary school,High school,Learning center,Middle school,Parochial school,Religious school,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Northeast%20Christian%20Academy&query_place_id=ChIJP-dFDW5R54YRufeJTAfctNI,Private educational institution
Parkland Pre K,4.5,13,9790 Pickerel Dr,El Paso,Texas,US,http://parklandprek.yisd.net/,(915) 435-7800,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Parkland%20Pre%20K&query_place_id=ChIJbQQZ5npR54YRZdzTYgU0LzY,Preschool
Every Little Blessing,,,7930 N Mesa St,El Paso,Texas,US,https://everylittleblessing.org/,(915) 875-0510,Special education school,Preschool,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Every%20Little%20Blessing&query_place_id=ChIJpUwAEI753YYR2uJ0EIaha4Q,Special education school
Franklin Magnet Center,4.8,6,825 E Redd Rd,El Paso,Texas,US,http://episd.org/,(915) 236-2400,K-12 school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Franklin%20Magnet%20Center&query_place_id=ChIJcwroQ5H43YYRBqV-9AnEmzk,K-12 school
School,,,Hayes Ave,El Paso,Texas,US,,,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=School&query_place_id=ChIJQ5OjewBX54YRyuwc3Coa17s,Educational institution
Canutillo Independent School District,3.1,9,7965 Artcraft Rd,El Paso,Texas,US,http://www.canutillo-isd.org/,(915) 877-7401,School district office,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Canutillo%20Independent%20School%20District&query_place_id=ChIJyX-Zoiv53YYRgRgDxT18Ptc,School district office
Lutheran Pre-School,,,9301 Diana Dr,El Paso,Texas,US,,,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lutheran%20Pre-School&query_place_id=ChIJD8mksCRR54YR1AkrVajFNZo,Preschool
Emerald Nursing School,4.9,55,4936 Hondo Pass Dr,El Paso,Texas,US,https://www.ens-elp.com/,(915) 751-3378,Nursing school,Trade school,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Emerald%20Nursing%20School&query_place_id=ChIJcTTWKiRR54YRteR1nQSqrAM,Nursing school
Lee Ross Capshaw Fine Arts Center at Coronado High School,4.9,7,Cloudview Dr,El Paso,Texas,US,,,Educational institution,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lee%20Ross%20Capshaw%20Fine%20Arts%20Center%20at%20Coronado%20High%20School&query_place_id=ChIJzQRNl3r43YYRB22tN-BahZw,Educational institution
El Paso Independent School Dst,,,4400 Elm St,El Paso,Texas,US,https://www.episd.org/,(915) 565-1158,School district office,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Independent%20School%20Dst&query_place_id=ChIJLYBW6l9X54YRDDfrb9FtD1U,School district office
Southwest Barber Institute,4.7,39,8500 Dyer St,El Paso,Texas,US,http://swbi.info/,(915) 257-1415,Barber school,Educational institution,Trade school,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Southwest%20Barber%20Institute&query_place_id=ChIJ2xbaFZJX54YRi19g96yUn2Q,Barber school
Desert Moon Music Academy El Paso,4.6,5,5782 N Mesa St,El Paso,Texas,US,https://desertmoonacademy.com/,(915) 845-7015,Music school,Drum school,Guitar instructor,Piano instructor,Vocal instructor,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Desert%20Moon%20Music%20Academy%20El%20Paso&query_place_id=ChIJF-Yl_dVX54YRnfRpL6qXY9M,Music school
Let There Be Rock School,5,11,3945 Doniphan Park Cir,El Paso,Texas,US,http://www.letthereberockep.com/,(915) 307-4883,Music school,School,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Let%20There%20Be%20Rock%20School&query_place_id=ChIJ5XbkShb43YYRpE1sSyA3NB8,Music school
Jungle Driving School,5,26,"750 Sunland Park Dr # Vc13, suite ho6a",El Paso,TX,US,https://jungledriving.com/tx/el-paso-west/?utm_source=google&utm_medium=GBP&utm_campaign=LSH,(915) 900-4943,Driving school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jungle%20Driving%20School&query_place_id=ChIJoctE51P53YYRBBVcsI_zBX4,Driving school
Peace Lutheran Preschool & Daycare,4.8,21,595 Belvidere St,El Paso,Texas,US,https://www.peacelutheranpreschoolelp.org/,(915) 581-5525,Preschool,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Peace%20Lutheran%20Preschool%20%26%20Daycare&query_place_id=ChIJfcyc0Yr43YYR_kBKnJ70FjM,Preschool
El Paso Music Learning Corner,4.6,39,6503 N Mesa St,El Paso,Texas,US,http://www.elpasomusiclearningcorner.com/,(915) 842-8808,Music school,Drum school,Guitar instructor,Piano instructor,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Music%20Learning%20Corner&query_place_id=ChIJZYxfY3b43YYRTlUhvBPZCwE,Music school
Canutillo Softball Field,,,6675 S Desert Blvd,El Paso,Texas,US,,,High school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Canutillo%20Softball%20Field&query_place_id=ChIJQXBunC__3YYRtwdg28htyE0,High school
Cherokee Driving School,5,562,120 Redd Rd Ste.C,El Paso,Texas,US,https://cherokeedrivingschool.com/,(915) 760-5205,Driving school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cherokee%20Driving%20School&query_place_id=ChIJo6d8kx753YYRKPTKjOiII8E,Driving school
YWCA Parkland After School,,,5920 Quail Ave,El Paso,Texas,US,,(915) 472-5898,After school program,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=YWCA%20Parkland%20After%20School&query_place_id=ChIJlysJHHtR54YRJ0VI2sru0hc,After school program
A2B Driving School,4.9,470,8500 Dyer St #12,El Paso,Texas,US,,(915) 751-8500,Driving school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=A2B%20Driving%20School&query_place_id=ChIJ2-4XY9RQ54YRJ7OWw946Gac,Driving school
El Paso Driving Academy,4.5,53,4727 Hondo Pass Dr G,El Paso,Texas,US,https://elpasodriving.com/locations/northeast,(915) 755-8800,Driving school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Driving%20Academy&query_place_id=ChIJ9de1Ai9R54YR6RiicZ_vMnk,Driving school
Sun City Driving School,4.8,63,7120 N Mesa St,El Paso,Texas,US,http://suncitydrivingschoolwest.com/,(915) 328-5001,Driving school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sun%20City%20Driving%20School&query_place_id=ChIJe7y3sSJY54YRwXnLcPH5-cM,Driving school
"CDL Rapido - Truck Driving Schools El Paso, TX",4.1,199,5255 Woodrow Bean Ste A2,El Paso,Texas,US,https://cdlrapido.com/,(915) 881-4700,Truck driving school,Driving school,Student career counseling office,Training center,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=CDL%20Rapido%20-%20Truck%20Driving%20Schools%20El%20Paso%2C%20TX&query_place_id=ChIJa0MKAFRF54YRYG8SAlFfj4s,Truck driving school
Black Sheep BJJ/Carlson Gracie Jiu Jitsu El Paso,5,198,6104 N Mesa St Ste B,El Paso,Texas,US,https://blacksheepbjjep.com/,(915) 745-7909,Martial arts school,Children's club,Fitness center,Gym,Jujitsu school,Physical fitness program,Self defense school,Weight loss service,Wrestling school,Youth club,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Black%20Sheep%20BJJ%2FCarlson%20Gracie%20Jiu%20Jitsu%20El%20Paso&query_place_id=ChIJUUXnUyRX54YR0ABc5rR1WMg,Martial arts school
Briggs Academy of MMA,4.8,91,811 Southwestern Dr,El Paso,Texas,US,http://www.briggsmma.com/,(915) 701-4411,Martial arts school,Muay Thai boxing gym,Physical fitness program,Self defense school,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Briggs%20Academy%20of%20MMA&query_place_id=ChIJY45QPeT43YYRz1M0Sgb9ALc,Martial arts school
Gracie Barra El Paso,4.7,75,125 Graphite Dr G,El Paso,Texas,US,https://graciebarra.com/el-paso-tx/,(915) 861-0150,Jujitsu school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gracie%20Barra%20El%20Paso&query_place_id=ChIJQxtr_gH53YYRqmlFpSytHsE,Jujitsu school
Zen Martial Arts,4.9,94,6456 Doniphan Dr Unit A and B,El Paso,Texas,US,http://www.zenmartialartselp.com/,(915) 204-7079,Martial arts school,Boxing gym,Judo club,Judo school,Jujitsu school,Kickboxing school,Martial arts club,Wrestling school,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zen%20Martial%20Arts&query_place_id=ChIJt9C-STT_3YYRCjMcBDtMOJU,Martial arts school
El Paso Community College - Valle Verde Campus,4.2,322,919 Hunter Dr,El Paso,Texas,US,http://epcc.edu/,(915) 831-3722,Community college,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Community%20College%20-%20Valle%20Verde%20Campus&query_place_id=ChIJG6fyDhhb54YReUSVTDA7e7M,Community college
El Paso Community College - Rio Grande Campus - EPCC RG,4.1,70,100 W Rio Grande Ave,El Paso,Texas,US,http://epcc.edu/,(915) 831-3722,Community college,College,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=El%20Paso%20Community%20College%20-%20Rio%20Grande%20Campus%20-%20EPCC%20RG&query_place_id=ChIJ4VKH0vhY54YRKKLAUckeSII,Community college
College of Engineering,4.9,16,1981 Hawthorne St,El Paso,Texas,US,http://www.utep.edu/engineering/index.html,(915) 747-5000,College,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=College%20of%20Engineering&query_place_id=ChIJmxSxBVlY54YRW92h7DPXVc0,College
Utep,,,9316 Montgomery Dr,El Paso,Texas,US,,,College,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Utep&query_place_id=ChIJ_Uz_FABR54YR0rupIWCWxoQ,College
NMSU,,,1400 Plaza Verde Dr,El Paso,Texas,US,,,College,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=NMSU&query_place_id=ChIJgdLKCAD53YYRyRZ3y7ZCEFk,College
Han's Oriental Martial Arts,4.6,85,9861 Dyer St #17,El Paso,Texas,US,https://hansorientalmartialarts.com/,(915) 751-2777,Martial arts school,Karate school,Kickboxing school,Kung fu school,Taekwondo school,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Han's%20Oriental%20Martial%20Arts&query_place_id=ChIJH7LbImlR54YROVrgpXr3Kjs,Martial arts school
Thrive Martial Arts,5,11,5200 N Mesa St Ste A-108,El Paso,Texas,US,http://thrivemartialart.com/,(915) 694-1600,Martial arts school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Thrive%20Martial%20Arts&query_place_id=ChIJsQj-w9lX54YRRT3fXzQqBPw,Martial arts school
Order Of The Dragon Martial Arts,4.9,14,4493 Titanic Ave,El Paso,Texas,US,,(915) 525-5040,Karate school,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Order%20Of%20The%20Dragon%20Martial%20Arts&query_place_id=ChIJR_nBWdJQ54YRsafaqmkJ3qI,Karate school
America's Best Karate / AB Karate,4.9,220,641 Resler Dr,El Paso,Texas,US,http://www.americaskarate.com/,(915) 833-3400,Karate school,Boxing gym,Kickboxing school,Martial arts school,Martial arts supply store,Physical fitness program,Self defense school,Taekwondo school,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=America's%20Best%20Karate%20%2F%20AB%20Karate&query_place_id=ChIJ3zs1GYr43YYRpR6MxAfW5x0,Karate school
Islamic Center of El Paso (ICEP),4.8,139,143 Paragon Ln,El Paso,Texas,US,http://icelpaso.org/#,,Mosque,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Islamic%20Center%20of%20El%20Paso%20(ICEP)&query_place_id=ChIJPxuoWO1X54YRV5EH-1mEKrM,Mosque
Al-Rahma Mosque,5,41,10911 Pellicano Dr,El Paso,Texas,US,https://masjidrahma.com/,,Mosque,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Al-Rahma%20Mosque&query_place_id=ChIJoW3ZnTNF54YR26bCv2ptNl0,Mosque
Destiny Church,4.8,119,9615 Dyer St,El Paso,Texas,US,http://www.destiny4me.com/,(915) 755-7744,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Destiny%20Church&query_place_id=ChIJHWZ7_j9R54YRP5sSRxiCMCQ,Church
Park Hills Christian Church,4.6,17,5701 Alabama St,El Paso,Texas,US,http://www.parkhillschurch.org/,(915) 566-1771,Church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Park%20Hills%20Christian%20Church&query_place_id=ChIJ0SWArEVX54YRFT6brq6AEfk,Church
Coronado Baptist Church,4.7,118,501 Thunderbird Dr,El Paso,Texas,US,http://www.cbcelp.com/,(915) 584-3912,Baptist church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Coronado%20Baptist%20Church&query_place_id=ChIJKTpTgtpX54YRohaIg8r00zI,Baptist church
Blessed Sacrament Parish,4.8,181,9025 Diana Dr,El Paso,Texas,US,http://www.epblessedsacrament.org/,(915) 755-7658,Catholic church,,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Blessed%20Sacrament%20Parish&query_place_id=ChIJW5scsiZR54YRUsB88QvGcGg,Catholic church
Sun City Christian Fellowship Baptist Church,4.6,20,9135 Stahala Dr,El Paso,Texas,US,https://www.mysuncitychristian.org/,(915) 757-1719,Baptist church,Church,,,,,,,,,,,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sun%20City%20Christian%20Fellowship%20Baptist%20Church&query_place_id=ChIJIWYg7RRR54YRR4nZwKuQEIU,Baptist church
